Product,Category,Sub-Category,Unit Size,Pack Size,Manufacturer,Manufacturer Code,Distributors,Distributor Code,EO32 Eligible ,Certifications,NY Grown & Certified Verification,Product Info,Product Formulation Statement OR NY Grown & Certified Certificate,Retail Size Packs Available,Vegan,Distribution Notes,Notes,Record Last Modified,Vendor Contact List copy,Vendor Contact List copy,Vendor Contact List copy,Vendor Contact List copy,Update/Add Vendor Profile copy,Update/Add Vendor Profile copy,Update/Add Vendor Profile copy,Update/Add Vendor Profile copy,Vendor Contact List
"Mozzarella, Loaf, Whole Milk Low Moisture (Belgioioso)","Dairy, Eggs, & Cheese",Cheese,5 lb.,8/5 lb.,Belgioioso Cheese,91040,"Best Choice,Slate Foods,Latina Boulevard,OGS Downstate Distribution Center,Behlog & Sons Produce,Renzi Foodservice,Dagele Brothers Produce,Sysco Long Island,Sysco Metro NY,Sysco Syracuse,Sysco Albany,US Foods Albany,US Foods,Performance Food Service Metro,Performance Food Service Springfield,Palmer Food Service,Curtze Food,Jacobstein Food Service,G and C Food Service,Ginsberg's Foods,Driscoll Foods - Upstate NY (Amsterdam),Ace Endico,Ferarro Foods,DiCarlo Foods,Chef's Warehouse,Driscoll Foods - Metro NY",,Yes,NY Grown & Certified ,,,,,,,,12/11/2024 8:09am,,,,,,,,,
"Mozzarella, Loaf, Whole Milk Low Moisture (Belgioioso)","Dairy, Eggs, & Cheese",Cheese,5 lb.,2/5 lb.,Belgioioso Cheese,91041,"Best Choice,Slate Foods,Latina Boulevard,OGS Downstate Distribution Center,Behlog & Sons Produce,Renzi Foodservice,Dagele Brothers Produce,Sysco Long Island,Sysco Metro NY,Sysco Syracuse,Sysco Albany,US Foods Albany,US Foods,Performance Food Service Metro,Performance Food Service Springfield,Palmer Food Service,Curtze Food,Jacobstein Food Service,G and C Food Service,Ginsberg's Foods,Driscoll Foods - Upstate NY (Amsterdam),Ace Endico,Ferarro Foods,DiCarlo Foods,Chef's Warehouse,Driscoll Foods - Metro NY",,Yes,NY Grown & Certified ,,,,,,,,12/11/2024 8:09am,,,,,,,,,
"Ricotta, Traditional, Whole Milk","Dairy, Eggs, & Cheese",Cheese,1 lb.,12/1 lb.,Belgioioso Cheese,91151,"Best Choice,Slate Foods,Latina Boulevard,OGS Downstate Distribution Center,Behlog & Sons Produce,Renzi Foodservice,Dagele Brothers Produce,Sysco Long Island,Sysco Metro NY,Sysco Syracuse,Sysco Albany,US Foods Albany,US Foods,Performance Food Service Metro,Performance Food Service Springfield,Palmer Food Service,Curtze Food,Jacobstein Food Service,G and C Food Service,Ginsberg's Foods,Driscoll Foods - Upstate NY (Amsterdam),Ace Endico,Ferarro Foods,DiCarlo Foods,Chef's Warehouse,Driscoll Foods - Metro NY",,Yes,NY Grown & Certified ,,,,,,,,12/11/2024 8:09am,,,,,,,,,
"Ricotta, Traditional, Whole Milk ","Dairy, Eggs, & Cheese",Cheese,2 lb.,6/2 lb.,Belgioioso Cheese,91152,"Best Choice,Slate Foods,Latina Boulevard,OGS Downstate Distribution Center,Behlog & Sons Produce,Renzi Foodservice,Dagele Brothers Produce,Sysco Long Island,Sysco Metro NY,Sysco Syracuse,Sysco Albany,US Foods Albany,US Foods,Performance Food Service Metro,Performance Food Service Springfield,Palmer Food Service,Curtze Food,Jacobstein Food Service,G and C Food Service,Ginsberg's Foods,Driscoll Foods - Upstate NY (Amsterdam),Ace Endico,Ferarro Foods,DiCarlo Foods,Chef's Warehouse,Driscoll Foods - Metro NY",,Yes,NY Grown & Certified ,,,,,,,,12/11/2024 8:09am,,,,,,,,,
"Ricotta, Traditional, Whole Milk ","Dairy, Eggs, & Cheese",Cheese,5 lb.,6/5 lb.,Belgioioso Cheese,91155,"Best Choice,Slate Foods,Latina Boulevard,OGS Downstate Distribution Center,Behlog & Sons Produce,Renzi Foodservice,Dagele Brothers Produce,Sysco Long Island,Sysco Metro NY,Sysco Syracuse,Sysco Albany,US Foods Albany,US Foods,Performance Food Service Metro,Performance Food Service Springfield,Palmer Food Service,Curtze Food,Jacobstein Food Service,G and C Food Service,Ginsberg's Foods,Driscoll Foods - Upstate NY (Amsterdam),Ace Endico,Ferarro Foods,DiCarlo Foods,Chef's Warehouse,Driscoll Foods - Metro NY",,Yes,NY Grown & Certified ,,,,,,,,12/11/2024 8:09am,,,,,,,,,
"Ricotta, Whole Milk (Casaro)","Dairy, Eggs, & Cheese",Cheese,2 lb.,6/2 lb.,Belgioioso Cheese,91139,"Best Choice,Slate Foods,Latina Boulevard,OGS Downstate Distribution Center,Behlog & Sons Produce,Renzi Foodservice,Dagele Brothers Produce,Sysco Long Island,Sysco Metro NY,Sysco Syracuse,Sysco Albany,US Foods Albany,US Foods,Performance Food Service Metro,Performance Food Service Springfield,Palmer Food Service,Curtze Food,Jacobstein Food Service,G and C Food Service,Ginsberg's Foods,Driscoll Foods - Upstate NY (Amsterdam),Ace Endico,Ferarro Foods,DiCarlo Foods,Chef's Warehouse,Driscoll Foods - Metro NY",,Yes,NY Grown & Certified ,,,,,,,,12/11/2024 8:09am,,,,,,,,,
"Mozzarella String Cheese, LMPS (Polly-O)","Dairy, Eggs, & Cheese",Cheese,1 oz,168/1 oz,Belgioioso Cheese,75046,Slate Foods,,Yes,NY Grown & Certified ,,,,checked,,,,4/8/2025 2:51pm,,,,,,,,,
"Mozzarella, Whole Milk, Low Moisture, Chunk (Polly-O)","Dairy, Eggs, & Cheese",Cheese,2 lb,12/2 lb,Belgioioso Cheese,76010,Slate Foods,,Yes,NY Grown & Certified ,,,,checked,,,,4/8/2025 2:51pm,,,,,,,,,
"Ricotta, Part Skim (Polly-O)","Dairy, Eggs, & Cheese",Cheese,2 lb,6/2 lb,Belgioioso Cheese,77007,Slate Foods,,Yes,NY Grown & Certified ,,,,checked,,,,4/8/2025 2:51pm,,,,,,,,,
"Ricotta, Whole Milk (Polly-O) ","Dairy, Eggs, & Cheese",Cheese,2 lb,6/2 lb,Belgioioso Cheese,77007,Slate Foods,,Yes,NY Grown & Certified ,,,,checked,,,,4/8/2025 2:51pm,,,,,,,,,
"Ricotta, Part Skim (Polly-O)","Dairy, Eggs, & Cheese",Cheese,3 lb,6/2 lb,Belgioioso Cheese,77007,Slate Foods,,Yes,NY Grown & Certified ,,,,checked,,,,4/8/2025 2:51pm,,,,,,,,,
"Ricotta, Whole Milk (Polly-O) ","Dairy, Eggs, & Cheese",Cheese,3 lb,6/2 lb,Belgioioso Cheese,77007,Slate Foods,,Yes,NY Grown & Certified ,,,,checked,,,,4/8/2025 2:51pm,,,,,,,,,
"Mozzarella, Low-Moisture, Chunk (Belgioioso)","Dairy, Eggs, & Cheese",Cheese,1 lb.,12 x 1 lb.,Belgioioso Cheese,76005,Slate Foods,SF 305,Yes,NY Grown & Certified ,,,,,,,Nourish NY ONLY ,12/11/2024 8:09am,,,,,,,,,
"Cream Cheese, Milan","Dairy, Eggs, & Cheese",Cheese,30lb,,Gourmet Dairy,0036,"""Benz’s Food Products, Inc."",Better Dairy",,,Kosher,,Gourmet Dairy_Milan Cream Cheese 30lb_20250327.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/kDf1ckLFelOvH5YFiIN8_A/37NSGT9VWee2ATlTcgZMwOElHWqLuUKjRNkAbVK_ZZKHgCYoMRIJxHn77iudSLFiyPxiMnMoWMabfAAMvg9Y_0pTWd-skJ-uXiwttjMthWEbrFTQwMkWJaumopxwlW3bxaaavJAiUQqFWPxNtXUq2pwqdjiFgUNurl-dOOgpbGouaMW3CJc8HAFl9SrRIloTX5z1Cwj79WVbXSMbGVeXGg/WQxKJLnhjAJKt1d3WkyTPiWlSdF9r8w92h4PX9wxZdY),,,,,,4/8/2025 2:38pm,,,,,,,,,
"Ricotta, Milan","Dairy, Eggs, & Cheese",Cheese,35lb,,Gourmet Dairy,0035,"""Benz’s Food Products, Inc."",Better Dairy",,,Kosher,,Gourmet Dairy_Ricotta 35lb_20250327.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/_tbB4bPlKr2dLT1TYhP5MA/KCTeP9-0LPidq-j2kUijjuwm8prRs0uXiUnyVkgrECKzqmRuQcYfFt9NumsPm6TiURJygdWIdYIgGshfSMY5-fiVexoGiIF-IULk02gqokIUpvibsaahIwCJDD-3SWi5LQJKemdUFs33xFMKMuBd8JdY_IHu5CZYzK9CErKWru1luVwREOO5VYL0BAZ96EzZ/UMu381XvoCcopqpBbsA55aJfEWkp0hWpQVYXlfaucLY),,,,,,4/8/2025 2:39pm,,,,,,,,,
"Mozzarella, Shredded, Milan","Dairy, Eggs, & Cheese",Cheese,5lb,,Gourmet Dairy,0034,"""Benz’s Food Products, Inc."",Better Dairy",,,Kosher,,Gourmet Dairy_Milan Shredded Mozz 5lb_20250327.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/dvr62R-3E_aidCKZnD4Sgw/9WsySIYVtQnDi131ookEKCdacYhLd1b_s39zFxomzdxLD0hYmesO4oxAvQUWHOlYKQyaa81fPL6xWqbGcCA79LZd18GnME3ykg8pEFRV--8QYhl8e3CuwkEphlPwmRdzJKKnOgZJVue7MJJX54dvMEPF9kD7b5W2xxWE9uP7vA0Z0aeKHwUEIBK3MndshXt8NtVZv3sFrbbZ0BiEOenvOQ/rv-k189oduR23TO-MMEnFBfh_SMxxcFSgKpamXXGKDE),,,,,,4/8/2025 2:38pm,,,,,,,,,
"Pizza Cheese, Feather Shredded, 4/5 lb. RICO","Dairy, Eggs, & Cheese",Cheese,4/5 lb.,,Great Lakes Cheese Co.,102551,US Foods,,Still Under Review,NY Grown & Certified ,GLC NY Grown and Certified List 2021.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/gwtQtG7XruS9TjSpocVufA/n5c-_hcd9DqqKKHPfZE8dnFN0URJioKgGWV-zlCUEeZLbJ9u_fUc0BvTQ0wKMSI_O_lOxge1DrZuyWPTbIESvwiL3RJ1wgfjxwLl99KkawNgDeKP9u5214kd2V_hf0pGcoA0eXipWivFAYccQHYGVtyjSaLCBCRzI0SPApf9A8Q/ohyoiMHnvjN3lXl391ursknf2zwzbEK2kSrcr4PvhBs),,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/11/2024 3:28pm,,,Great Lakes Cheese Co.,US Foods,,,,,
"Mozzarella Cheese, Low Moisture Whole Milk, Feather Shredded, 4/5 lb. (Great Lakes Cheese)","Dairy, Eggs, & Cheese",Cheese,4/5 lb.,,Great Lakes Cheese Co.,102418,US Foods Buffalo,USF: 4902243,Still Under Review,NY Grown & Certified ,GLC NY Grown and Certified List 2021.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/BFBcSMoynMs4-JeZ8AYRpA/SJtdBhciAop_uVraTotnHR4RVxCuddxCzVsPFOrfWoLeTN0jAbS_veVM1Nhy7CoOHKrwRFgMZ7QXa98IP7yXFngs-tey2pcbPfLOg3eCo7KMuN8Gdk0pbJC5UTObvJoQv02df5pWjv-sckqMi50KTO1eMGPNVdhdjacZJylkri8/7iwOVDRM02q2KTbTekwXoLZl3hx-tIp_GdQt2bHrxps),,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/11/2024 3:28pm,,,Great Lakes Cheese Co.,US Foods Buffalo,,,,,
"50/50 Whole Milk Provolone Cheese, Feather Shredded, 4/5 lb. PANI","Dairy, Eggs, & Cheese",Cheese,4/5 lb.,,Great Lakes Cheese Co.,162450,US Foods,,Still Under Review,NY Grown & Certified ,GLC NY Grown and Certified List 2021.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/5MZzN8Koe8eJUAPBCTYUWA/I71w1qtMxFFx9AOktNT7LX8fMgRCehZ6M7SO9JbdqSpAyrI95j39tL0_C7HqOGRDLrvO9E8f0xDD-x_Q1rokv6_KEyUGh998R5GyqfeVrCKYTnc8uvGo9gqhgvkmbxOKrcpI-E1YIyOcfdEh-BHtDqndHG0G_qBWl2eJ0USWxNM/UCpomYerP1psI3SqMwc-uEHnrQDusNhZLuU4LrB8jEI),,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/11/2024 3:28pm,,,Great Lakes Cheese Co.,US Foods,,,,,
"50/50 Whole Milk Provolone Cheese, Feather Shredded, 4/5 lb. (Great Lakes Cheese)","Dairy, Eggs, & Cheese",Cheese,4/5 lb.,,Great Lakes Cheese Co.,102324,US Foods,,Still Under Review,NY Grown & Certified ,GLC NY Grown and Certified List 2021.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/5MZzN8Koe8eJUAPBCTYUWA/I71w1qtMxFFx9AOktNT7LX8fMgRCehZ6M7SO9JbdqSpAyrI95j39tL0_C7HqOGRDLrvO9E8f0xDD-x_Q1rokv6_KEyUGh998R5GyqfeVrCKYTnc8uvGo9gqhgvkmbxOKrcpI-E1YIyOcfdEh-BHtDqndHG0G_qBWl2eJ0USWxNM/UCpomYerP1psI3SqMwc-uEHnrQDusNhZLuU4LrB8jEI),,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/11/2024 3:28pm,,,Great Lakes Cheese Co.,US Foods,,,,,
"Mozzarella Cheese, Low Moisture Part Skim, Feather Shredded, 4/5 lb. (Bella Isola)","Dairy, Eggs, & Cheese",Cheese,4/5 lb.,,Great Lakes Cheese Co.,102389,Sysco Syracuse,Sysco SUPC: 2371854,Still Under Review,NY Grown & Certified ,GLC NY Grown and Certified List 2021.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/BFBcSMoynMs4-JeZ8AYRpA/SJtdBhciAop_uVraTotnHR4RVxCuddxCzVsPFOrfWoLeTN0jAbS_veVM1Nhy7CoOHKrwRFgMZ7QXa98IP7yXFngs-tey2pcbPfLOg3eCo7KMuN8Gdk0pbJC5UTObvJoQv02df5pWjv-sckqMi50KTO1eMGPNVdhdjacZJylkri8/7iwOVDRM02q2KTbTekwXoLZl3hx-tIp_GdQt2bHrxps),,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/11/2024 3:28pm,,,Great Lakes Cheese Co.,Sysco Syracuse,,,,,
"Mozzarella Cheese, Low Moisture Whole Milk, DIC 4/5 lb. (Great Lakes Cheese)","Dairy, Eggs, & Cheese",Cheese,4/5 lb.,,Great Lakes Cheese Co.,102285,"US Foods,Renzi Foodservice",,Still Under Review,NY Grown & Certified ,GLC NY Grown and Certified List 2021.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/BFBcSMoynMs4-JeZ8AYRpA/SJtdBhciAop_uVraTotnHR4RVxCuddxCzVsPFOrfWoLeTN0jAbS_veVM1Nhy7CoOHKrwRFgMZ7QXa98IP7yXFngs-tey2pcbPfLOg3eCo7KMuN8Gdk0pbJC5UTObvJoQv02df5pWjv-sckqMi50KTO1eMGPNVdhdjacZJylkri8/7iwOVDRM02q2KTbTekwXoLZl3hx-tIp_GdQt2bHrxps),,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/11/2024 3:28pm,,,Great Lakes Cheese Co.,US Foods,,,,,
"75/25 Whole Milk Cheddar Cheese W, Shredded, 4/5 lb. PIZM","Dairy, Eggs, & Cheese",Cheese,4/5 lb.,,Great Lakes Cheese Co.,169251,US Foods,,Still Under Review,NY Grown & Certified ,GLC NY Grown and Certified List 2021.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/5MZzN8Koe8eJUAPBCTYUWA/I71w1qtMxFFx9AOktNT7LX8fMgRCehZ6M7SO9JbdqSpAyrI95j39tL0_C7HqOGRDLrvO9E8f0xDD-x_Q1rokv6_KEyUGh998R5GyqfeVrCKYTnc8uvGo9gqhgvkmbxOKrcpI-E1YIyOcfdEh-BHtDqndHG0G_qBWl2eJ0USWxNM/UCpomYerP1psI3SqMwc-uEHnrQDusNhZLuU4LrB8jEI),,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/11/2024 3:28pm,,,Great Lakes Cheese Co.,US Foods,,,,,
"50/50 Provolone Cheese, Thin Shredded, 4/5 lb. (Calabria)","Dairy, Eggs, & Cheese",Cheese,4/5 lb.,,Great Lakes Cheese Co.,102305,Sysco,,Still Under Review,NY Grown & Certified ,GLC NY Grown and Certified List 2021.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/5MZzN8Koe8eJUAPBCTYUWA/I71w1qtMxFFx9AOktNT7LX8fMgRCehZ6M7SO9JbdqSpAyrI95j39tL0_C7HqOGRDLrvO9E8f0xDD-x_Q1rokv6_KEyUGh998R5GyqfeVrCKYTnc8uvGo9gqhgvkmbxOKrcpI-E1YIyOcfdEh-BHtDqndHG0G_qBWl2eJ0USWxNM/UCpomYerP1psI3SqMwc-uEHnrQDusNhZLuU4LrB8jEI),,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/11/2024 3:28pm,,,Great Lakes Cheese Co.,Sysco,,,,,
"50/50 Part Skim Provolone Cheese, Shredded, 4/5 lb. (Great Lakes Cheese)","Dairy, Eggs, & Cheese",Cheese,4/5 lb.,,Great Lakes Cheese Co.,102300,US Foods,,Still Under Review,NY Grown & Certified ,GLC NY Grown and Certified List 2021.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/5MZzN8Koe8eJUAPBCTYUWA/I71w1qtMxFFx9AOktNT7LX8fMgRCehZ6M7SO9JbdqSpAyrI95j39tL0_C7HqOGRDLrvO9E8f0xDD-x_Q1rokv6_KEyUGh998R5GyqfeVrCKYTnc8uvGo9gqhgvkmbxOKrcpI-E1YIyOcfdEh-BHtDqndHG0G_qBWl2eJ0USWxNM/UCpomYerP1psI3SqMwc-uEHnrQDusNhZLuU4LrB8jEI),,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/11/2024 3:28pm,,,Great Lakes Cheese Co.,US Foods,,,,,
"75/25 Whole Milk Cheddar Cheese W DIC, 4/5 lb. PIZM","Dairy, Eggs, & Cheese",Cheese,4/5 lb.,,Great Lakes Cheese Co.,102524 / 169251,US Foods,,Still Under Review,NY Grown & Certified ,GLC NY Grown and Certified List 2021.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/5MZzN8Koe8eJUAPBCTYUWA/I71w1qtMxFFx9AOktNT7LX8fMgRCehZ6M7SO9JbdqSpAyrI95j39tL0_C7HqOGRDLrvO9E8f0xDD-x_Q1rokv6_KEyUGh998R5GyqfeVrCKYTnc8uvGo9gqhgvkmbxOKrcpI-E1YIyOcfdEh-BHtDqndHG0G_qBWl2eJ0USWxNM/UCpomYerP1psI3SqMwc-uEHnrQDusNhZLuU4LrB8jEI),,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/11/2024 3:28pm,,,Great Lakes Cheese Co.,US Foods,,,,,
"50/50 Whole Milk Provolone Cheese DIC, 4/5 lb. (Empire)","Dairy, Eggs, & Cheese",Cheese,4/5 lb.,,Great Lakes Cheese Co.,169410,Sysco,,Still Under Review,NY Grown & Certified ,GLC NY Grown and Certified List 2021.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/5MZzN8Koe8eJUAPBCTYUWA/I71w1qtMxFFx9AOktNT7LX8fMgRCehZ6M7SO9JbdqSpAyrI95j39tL0_C7HqOGRDLrvO9E8f0xDD-x_Q1rokv6_KEyUGh998R5GyqfeVrCKYTnc8uvGo9gqhgvkmbxOKrcpI-E1YIyOcfdEh-BHtDqndHG0G_qBWl2eJ0USWxNM/UCpomYerP1psI3SqMwc-uEHnrQDusNhZLuU4LrB8jEI),,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/11/2024 3:28pm,,,Great Lakes Cheese Co.,Sysco,,,,,
"Mozzarella Cheese, Low Moisture Part Skim, Shredded, 4/5 lb. (Great Lakes Cheese)","Dairy, Eggs, & Cheese",Cheese,4/5 lb.,,Great Lakes Cheese Co.,102393 / 15033,"US Foods,Palmer Food Service",,Still Under Review,NY Grown & Certified ,GLC NY Grown and Certified List 2021.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/BFBcSMoynMs4-JeZ8AYRpA/SJtdBhciAop_uVraTotnHR4RVxCuddxCzVsPFOrfWoLeTN0jAbS_veVM1Nhy7CoOHKrwRFgMZ7QXa98IP7yXFngs-tey2pcbPfLOg3eCo7KMuN8Gdk0pbJC5UTObvJoQv02df5pWjv-sckqMi50KTO1eMGPNVdhdjacZJylkri8/7iwOVDRM02q2KTbTekwXoLZl3hx-tIp_GdQt2bHrxps),,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/11/2024 3:28pm,,,Great Lakes Cheese Co.,"Palmer Food Service, US Foods",,,,,
"NY Extra Sharp Cheddar Cheese, Shredded, 6/2 lb.","Dairy, Eggs, & Cheese",Cheese,6/2 lb.,,Great Lakes Cheese Co.,164193,Sysco,,Still Under Review,NY Grown & Certified ,,,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/11/2024 3:28pm,,,Great Lakes Cheese Co.,Sysco,,,,,
"50/50 Whole Milk Provolone Cheese DIC, 4/5 lb. GUYS","Dairy, Eggs, & Cheese",Cheese,4/5 lb.,,Great Lakes Cheese Co.,167394,Sysco,,Still Under Review,NY Grown & Certified ,GLC NY Grown and Certified List 2021.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/5MZzN8Koe8eJUAPBCTYUWA/I71w1qtMxFFx9AOktNT7LX8fMgRCehZ6M7SO9JbdqSpAyrI95j39tL0_C7HqOGRDLrvO9E8f0xDD-x_Q1rokv6_KEyUGh998R5GyqfeVrCKYTnc8uvGo9gqhgvkmbxOKrcpI-E1YIyOcfdEh-BHtDqndHG0G_qBWl2eJ0USWxNM/UCpomYerP1psI3SqMwc-uEHnrQDusNhZLuU4LrB8jEI),,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/11/2024 3:28pm,,,Great Lakes Cheese Co.,Sysco,,,,,
"NY Sharp Cheddar Cheese, Sliced, 6/24 oz., TWPK (Adams)","Dairy, Eggs, & Cheese",Cheese,6/24 lb.,,Great Lakes Cheese Co.,167334 /168825,"US Foods,Sysco Syracuse,Renzi Foodservice",Sysco SUPC: 1186131,Still Under Review,NY Grown & Certified ,GLC NY Grown and Certified List 2021.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/_MV6rThvrXlyLJceiLYxzA/tRwDJIMXBbiaRbvKYMq7vYk-CM87uZoX5EXezdnVC4aPNxBQzooUzLrvuwzDxzm3hWHEVEM93mHh1fUKrkJuRpvYpjMTOLRzYou9liva08LPx7rfdvexRQ0v9pEYweDW4Opzk2nmdfNHf7H08oFKLw4JAUT89-Dzyh2_Epk91XM/0t3RoHytHTNtjDN-WZhpaYXGH28_7H0wFROkAL2V_iA),,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/11/2024 3:28pm,,,Great Lakes Cheese Co.,"Sysco Syracuse, US Foods",,,,,
"Cheddar Cheese, Sharp, NY, Sliced, 8/20 oz., TWPK (Adams)","Dairy, Eggs, & Cheese",Cheese,8/20 lb.,,Great Lakes Cheese Co.,167550,"Sysco,US Foods",,Still Under Review,NY Grown & Certified ,GLC NY Grown and Certified List 2021.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/_MV6rThvrXlyLJceiLYxzA/tRwDJIMXBbiaRbvKYMq7vYk-CM87uZoX5EXezdnVC4aPNxBQzooUzLrvuwzDxzm3hWHEVEM93mHh1fUKrkJuRpvYpjMTOLRzYou9liva08LPx7rfdvexRQ0v9pEYweDW4Opzk2nmdfNHf7H08oFKLw4JAUT89-Dzyh2_Epk91XM/0t3RoHytHTNtjDN-WZhpaYXGH28_7H0wFROkAL2V_iA),,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/8/2025 2:40pm,,,Great Lakes Cheese Co.,"Sysco, US Foods",,,,,
"Pizza Cheese, DIC, 4/5 lb. RICO","Dairy, Eggs, & Cheese",Cheese,4/5 lb.,,Great Lakes Cheese Co.,102495,Sysco,,Still Under Review,NY Grown & Certified ,GLC NY Grown and Certified List 2021.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/gwtQtG7XruS9TjSpocVufA/n5c-_hcd9DqqKKHPfZE8dnFN0URJioKgGWV-zlCUEeZLbJ9u_fUc0BvTQ0wKMSI_O_lOxge1DrZuyWPTbIESvwiL3RJ1wgfjxwLl99KkawNgDeKP9u5214kd2V_hf0pGcoA0eXipWivFAYccQHYGVtyjSaLCBCRzI0SPApf9A8Q/ohyoiMHnvjN3lXl391ursknf2zwzbEK2kSrcr4PvhBs),,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/11/2024 3:28pm,,,Great Lakes Cheese Co.,Sysco,,,,,
NY Extra Sharp Cheddar Cheese W 2/5 lb.,"Dairy, Eggs, & Cheese",Cheese,2/5 lb.,,Great Lakes Cheese Co.,162408,US Foods,,Still Under Review,NY Grown & Certified ,,,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/11/2024 3:28pm,,,Great Lakes Cheese Co.,US Foods,,,,,
"Mozzarella Cheese, Low Moisture Whole Milk, Feather Shredded, 4/5 lb. (Sicily)","Dairy, Eggs, & Cheese",Cheese,4/5 lb.,,Great Lakes Cheese Co.,102423,Sysco,,Still Under Review,NY Grown & Certified ,GLC NY Grown and Certified List 2021.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/BFBcSMoynMs4-JeZ8AYRpA/SJtdBhciAop_uVraTotnHR4RVxCuddxCzVsPFOrfWoLeTN0jAbS_veVM1Nhy7CoOHKrwRFgMZ7QXa98IP7yXFngs-tey2pcbPfLOg3eCo7KMuN8Gdk0pbJC5UTObvJoQv02df5pWjv-sckqMi50KTO1eMGPNVdhdjacZJylkri8/7iwOVDRM02q2KTbTekwXoLZl3hx-tIp_GdQt2bHrxps),,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/11/2024 3:28pm,,,Great Lakes Cheese Co.,Sysco,,,,,
"Mozzarella Cheese, Low Moisture Whole Milk, Feather Shredded, 4/5 lb. (Empire)","Dairy, Eggs, & Cheese",Cheese,4/5 lb.,,Great Lakes Cheese Co.,102417,"US Foods Buffalo,Renzi Foodservice",USF: 8691610 ,Still Under Review,NY Grown & Certified ,GLC NY Grown and Certified List 2021.pdf (https://v5.airtableusercontent.com/v3/u/42/42/1749600000000/BFBcSMoynMs4-JeZ8AYRpA/SJtdBhciAop_uVraTotnHR4RVxCuddxCzVsPFOrfWoLeTN0jAbS_veVM1Nhy7CoOHKrwRFgMZ7QXa98IP7yXFngs-tey2pcbPfLOg3eCo7KMuN8Gdk0pbJC5UTObvJoQv02df5pWjv-sckqMi50KTO1eMGPNVdhdjacZJylkri8/7iwOVDRM02q2KTbTekwXoLZl3hx-tIp_GdQt2bHrxps),,,,,,See list of NYG&C products for Great Lakes cheese posted in record 1. ,4/11/2024 3:28pm,,,Great Lakes Cheese Co.,US Foods Buffalo,,,,,
